,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,lat,long,street,city,state,zipcode,status,walkscore,snapped_lat,snapped_lon,bike_score
10,3726800276,2022-06-01,1025000.0,3,1.5,2570,6379,1.5,NO,NO,YES,NONE,Average,7 Average,Oil,PUBLIC,1980,1560,0,250,1912,0,47.57276,-122.3082,3408 Beacon Avenue South, Seattle,Washington,98144,1,75.0,47.5725,-122.3085,95.0
11,2873000690,2021-06-11,680000.0,4,3.0,2130,7649,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1130,1100,440,280,1975,0,47.418155,-122.16696,20432 130th Place Southeast, Kent,Washington,98031,1,6.0,47.418,-122.1675,49.0
12,1797501124,2021-06-25,750000.0,3,2.0,1280,964,3.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1280,0,0,380,2021,0,41.225811,-96.001397,5712 A Street, Omaha,Nebraska,68106,1,42.0,41.226,-96.0015,19.0
13,3845100260,2021-11-15,828000.0,4,3.0,3170,6343,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,3170,0,450,220,2015,0,47.25768,-122.19453,2634 57th Street Southeast, Auburn,Washington,98092,1,8.0,47.2575,-122.1945,26.0
14,1895460330,2021-08-26,661000.0,4,2.5,2408,7202,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2408,0,662,0,2005,0,47.291935,-122.35801,1781 Southwest 345th Place, Federal Way,Washington,98023,1,42.0,47.292,-122.358,54.0
15,5540800120,2022-03-28,1500000.0,4,2.5,1980,5100,2.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1980,0,0,0,1944,0,47.69469,-122.34601,927 North 91st Street, Seattle,Washington,98103,1,81.0,47.694,-122.346,74.0
16,4036100065,2021-06-16,1318000.0,3,2.5,2420,19664,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2420,1310,530,130,1956,0,47.56202,-122.184122,11620 Southeast 47th Place, Bellevue,Washington,98006,1,15.0,47.562,-122.184,39.0
17,7625702937,2022-03-23,735000.0,3,3.5,1670,1425,2.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1240,430,0,150,2007,0,47.542445,-122.389655,Fauntleroy Way Southwest, Seattle,Washington,98136,1,82.0,47.5425,-122.3895,73.0
18,9521101052,2022-03-24,739950.0,2,2.0,1000,1414,3.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1000,0,0,220,2021,0,47.66246,-122.34841000000002,4640 Linden Avenue North, Seattle,Washington,98103,1,85.0,47.6625,-122.349,84.0
19,4083800770,2021-09-28,702000.0,3,1.0,1100,4000,1.5,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1100,660,0,50,1910,0,47.6638,-122.33861,1608 North 48th Street, Seattle,Washington,98103,1,81.0,47.664,-122.3385,97.0
20,2207200290,2021-10-19,1320000.0,3,2.0,1640,7875,1.0,NO,NO,YES,NONE,Very Good,7 Average,Gas,PUBLIC,1640,0,290,370,1956,0,47.59924,-122.14092,1249 149th Place Southeast, Bellevue,Washington,98007,1,58.0,47.5995,-122.1405,62.0
21,2310000170,2022-02-28,750000.0,3,2.0,1590,7754,1.0,NO,YES,NO,NONE,Good,7 Average,Gas,PUBLIC,1200,700,440,0,1990,0,47.35706500000001,-122.04067,27307 226th Avenue Southeast, Maple Valley,Washington,98038,1,16.0,47.3565,-122.04,37.0
22,7231501575,2021-12-28,450000.0,2,1.0,900,6000,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,810,810,0,0,1941,0,47.47536,-122.20573,533 Wells Avenue South, Renton,Washington,98057,1,87.0,47.475,-122.205,32.0
23,9359300410,2021-11-19,1650000.0,4,3.5,3400,30385,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PRIVATE,3400,0,730,490,1989,0,47.77575,-122.09139,18320 Northeast 204th Court, Woodinville,Washington,98077,1,0.0,47.7765,-122.091,21.0
24,9842300355,2021-11-04,785000.0,3,2.5,1820,4161,1.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,960,860,320,140,1947,2005,47.528585,-122.38081499999998,3734 Southwest Thistle Street, Seattle,Washington,98126,1,54.0,47.529,-122.3805,56.0
25,2095600170,2021-10-08,580000.0,3,3.0,2020,4482,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1370,1250,600,120,1992,0,47.39947,-122.20413,22609 102nd Place Southeast, Kent,Washington,98031,1,19.0,47.4,-122.2035,25.0
26,8682282030,2022-05-04,2000000.0,3,3.0,2700,7694,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,2700,0,530,640,2006,0,47.70876,-122.02073,23837 NE Adair Rd, Redmond,Washington,98053,1,12.0,47.709,-122.0205,32.0
27,5424700190,2022-02-26,4500000.0,4,3.0,2760,13150,1.5,NO,NO,NO,NONE,Good,9 Better,Oil,PUBLIC,2760,0,0,160,1954,0,47.61571,-122.22399,8637 Northeast 6th Street, Medina,Washington,98039,1,16.0,47.616,-122.2245,10.0
28,7517500295,2021-09-07,1625000.0,4,4.0,3280,7200,2.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,2060,1220,0,540,1905,0,47.662625,-122.359275,200 Northwest 46th Street, Seattle,Washington,98107,1,64.0,47.6625,-122.3595,66.0
29,1036700120,2021-09-13,880000.0,3,2.5,2390,3600,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,2390,0,550,0,1975,0,47.623335,-122.112581,1428 170th Place Northeast, Bellevue,Washington,98008,1,17.0,47.6235,-122.112,44.0
30,9320600110,2021-08-18,500000.0,3,1.5,1140,9690,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1140,0,550,0,1964,0,47.411835,-122.20954,9812 South 212th Street, Kent,Washington,98031,1,20.0,47.412,-122.2095,25.0
31,6450304798,2021-08-20,730000.0,3,2.0,1570,1184,3.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1480,340,250,30,2021,0,47.730855,-122.343575,14011 Lenora Place North, Seattle,Washington,98133,1,68.0,47.7315,-122.343,79.0
32,8724900170,2021-08-16,670000.0,3,2.5,1530,955,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1290,660,420,180,2016,0,47.73439000000001,-122.290235,14607 36th Court Northeast, Lake Forest Park,Washington,98155,1,61.0,47.7345,-122.2905,74.0
33,6404600046,2022-04-11,625000.0,3,1.0,1040,12600,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1040,1040,360,0,1961,0,47.483795,-122.304085,13240 22nd Avenue South, SeaTac,Washington,98168,1,30.0,47.484,-122.304,46.0
34,5727500011,2021-11-03,785000.0,3,2.0,1350,7354,1.0,NO,NO,YES,NONE,Very Good,7 Average,Electricity,PUBLIC,1350,0,460,120,1985,0,47.75102,-122.33447,16710 Meridian Avenue North, Shoreline,Washington,98133,1,40.0,47.751,-122.334,43.0
35,1025039284,2022-03-02,2065000.0,4,3.5,3640,9710,2.0,NO,NO,NO,AVERAGE,Good,10 Very Good,Electricity,PUBLIC,2390,1650,720,470,1987,0,47.665625,-122.409095,4820 40th Avenue West, Seattle,Washington,98199,1,21.0,47.6655,-122.409,27.0
36,1925059107,2021-06-29,2450000.0,4,3.5,2300,8370,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,2300,0,560,110,1950,1995,47.639005,-122.214107,9411 Northeast 32nd Street, Clyde Hill,Washington,98004,1,22.0,47.6385,-122.214,37.0
37,1447710320,2022-04-01,1379400.0,5,4.0,3540,9110,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,3540,0,690,300,2022,0,47.47509,-121.76786,1240 SE 18th Street, North Bend,Washington,98045,1,5.0,47.475,-121.7685,27.0
38,1329300080,2021-11-20,785000.0,4,2.5,2640,6081,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2640,0,420,50,2012,0,47.35236,-122.175035,12426 Southeast 278th Place, Kent,Washington,98030,1,37.0,47.352,-122.175,33.0
39,1421059003,2021-08-25,1680000.0,3,2.5,5200,206039,1.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PRIVATE,3170,2030,1080,670,2007,0,47.310595,-122.12938,15916 Southeast 326th Street, Auburn,Washington,98092,1,8.0,47.31,-122.13,25.0
40,3340401570,2022-03-02,750000.0,3,2.0,1830,7969,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,930,930,240,90,1950,2008,47.46673,-122.214,306 South 15th Street, Renton,Washington,98055,1,25.0,47.466,-122.214,18.0
41,1494300080,2022-03-16,1600000.0,3,2.5,1790,17799,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1300,1030,480,170,1981,0,47.678755,-122.11522,8501 169th Court Northeast, Redmond,Washington,98052,1,60.0,47.679,-122.115,58.0
42,644000080,2021-07-09,1709500.0,4,3.0,2150,11550,2.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,2150,0,0,0,1950,1978,47.589,-122.19474,10924 Southeast 24th Place, Bellevue,Washington,98004,1,23.0,47.589,-122.1945,42.0
43,1726059053,2022-03-22,3850000.0,5,3.5,4180,209959,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,4180,0,0,0,2016,0,47.74546,-122.19498,10919 Northeast 164th Lane, Bothell,Washington,98011,1,10.0,47.745,-122.1945,44.0
44,686400460,2021-06-14,1800000.0,6,3.0,3870,9463,1.5,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,3870,0,420,480,1966,0,47.63255,-122.115375,16850 Northeast 25th Street, Bellevue,Washington,98008,1,25.0,47.6325,-122.115,51.0
45,6053400345,2021-12-13,315000.0,3,1.0,1150,6477,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1150,0,0,80,1950,0,47.311495,-122.228075,415 B Street Northeast, Auburn,Washington,98002,1,85.0,47.3115,-122.2275,63.0
46,3797000950,2021-11-12,995930.0,3,2.0,1920,3000,1.5,NO,NO,NO,NONE,Good,7 Average,Oil,PUBLIC,1170,940,240,50,1928,0,47.68571,-122.3458,930 North 78th Street, Seattle,Washington,98103,1,91.0,47.685,-122.346,85.0
47,1154100195,2021-11-05,706000.0,2,1.0,1220,7500,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1220,0,0,280,1947,0,47.75534,-122.283185,4056 Northeast 174th Street, Lake Forest Park,Washington,98155,1,70.0,47.7555,-122.283,71.0
48,5469700570,2021-06-23,810000.0,5,3.0,3030,24759,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1670,1400,580,90,1969,0,47.39079,-122.17303,12605 Southeast 235th Street, Kent,Washington,98031,1,25.0,47.391,-122.1735,33.0
49,2026079017,2021-07-22,1220000.0,4,3.0,3450,100938,2.0,NO,NO,YES,NONE,Average,9 Better,Gas,PRIVATE,3450,0,690,820,2005,0,47.71812,-121.94839,13415 Batten Road Northeast, Duvall,Washington,98019,1,10.0,47.718,-121.9485,31.0
50,1241500157,2022-06-02,1000000.0,2,1.0,1320,9000,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1320,0,0,0,1960,0,47.667855,-122.164325,7039 132nd Avenue Northeast, Kirkland,Washington,98033,1,74.0,47.6685,-122.1645,70.0
51,913000340,2021-08-20,1090000.0,2,1.5,1360,1638,1.0,NO,NO,NO,EXCELLENT,Average,8 Good,Gas,PUBLIC,680,680,0,350,1910,2015,47.583235,-122.399375,2325 Hobart Avenue Southwest, Seattle,Washington,98116,1,54.0,47.583,-122.4,53.0
52,8019200245,2022-05-19,235000.0,2,1.0,700,14750,1.5,NO,NO,NO,NONE,Fair,5 Fair,Electricity,PRIVATE,700,0,0,0,1934,0,47.49471,-122.32014,12036 10th Avenue South, Burien,Washington,98168,1,25.0,47.4945,-122.3205,41.0
53,7548300606,2022-05-03,960000.0,3,2.0,1280,1221,2.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,980,300,0,400,2019,0,39.460807,-75.015361,1820 South State Street, Vineland,New,Jersey,1,24.0,39.4605,-75.015,29.0
54,2683100015,2021-09-10,835000.0,4,1.5,2650,8129,1.5,NO,NO,NO,NONE,Average,7 Average,Oil,PUBLIC,1470,1230,240,0,1955,0,47.71114,-122.33209,2147 North 114th Street, Seattle,Washington,98133,1,59.0,47.7105,-122.3325,63.0
55,1697000020,2022-02-15,656000.0,4,1.0,1940,8250,2.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1750,190,420,210,1968,0,47.372595,-122.312055,1625 South 255th Place, Des Moines,Washington,98198,1,32.0,47.373,-122.3115,46.0
56,521059083,2021-08-31,37440.0,4,2.5,1670,13703,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1140,1100,530,240,1967,0,47.33012,-122.19378,30326 110th Place Southeast, Auburn,Washington,98092,1,16.0,47.3295,-122.1945,12.0
57,1453602161,2021-12-14,765000.0,3,2.0,1240,7440,1.0,NO,NO,YES,NONE,Good,7 Average,Electricity,PUBLIC,1240,830,340,350,1941,0,47.72393,-122.29049,13032 35th Avenue Northeast, Seattle,Washington,98125,1,86.0,47.724,-122.2905,67.0
58,2595650230,2022-04-13,770000.0,4,2.5,1980,13216,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1980,0,890,60,1993,0,47.35278,-122.27161,27805 50th Place South, Auburn,Washington,98001,1,6.0,47.3535,-122.271,2.0
59,5153200346,2021-12-07,645000.0,3,2.0,1920,16000,1.0,NO,NO,NO,FAIR,Average,7 Average,Oil,PRIVATE,1310,1310,700,290,1958,0,47.33135,-122.35089,30121 12th Avenue Southwest, Federal Way,Washington,98023,1,26.0,47.331,-122.3505,38.0
60,6071200660,2022-04-19,1500000.0,3,1.5,1430,8735,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1430,0,500,200,1958,0,47.556225,-122.18317,5214 116th Place Southeast, Bellevue,Washington,98006,1,53.0,47.556,-122.1825,60.0
61,6365900045,2022-05-31,740000.0,3,1.0,1330,5750,1.0,NO,NO,NO,NONE,Average,7 Average,Oil,PUBLIC,1330,0,0,150,1949,0,47.567825,-122.39783,4021 51st Avenue Southwest, Seattle,Washington,98116,1,48.0,47.568,-122.3985,46.0
62,1934800106,2021-08-24,740000.0,2,2.0,1120,734,3.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PUBLIC,1120,0,0,260,2021,0,38.07587,-88.53576,1804 Spruce Street, McLeansboro,Illinois,62859,1,2.0,38.076,-88.536,27.0
63,8682321450,2021-07-29,1500000.0,2,2.5,2170,9714,1.0,NO,YES,NO,NONE,Average,8 Good,Gas,PUBLIC,2170,0,580,460,2009,0,47.712125,-122.023085,12643 237th Way Northeast, Redmond,Washington,98053,1,8.0,47.712,-122.0235,37.0
64,4385701220,2021-06-18,1835000.0,3,3.5,1880,2510,2.0,NO,NO,NO,FAIR,Average,9 Better,Gas,PUBLIC,1620,700,440,220,1992,0,47.640365,-122.277315,2345 43rd Avenue East, Seattle,Washington,98112,1,73.0,47.64,-122.277,56.0
65,2540830020,2021-09-16,905000.0,3,2.5,1630,6449,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1310,640,510,80,1986,0,47.727545,-122.231665,14037 82nd Place Northeast, Kirkland,Washington,98034,1,39.0,47.727,-122.232,33.0
66,3424069224,2021-06-20,1007500.0,4,2.0,1890,36087,1.0,NO,NO,YES,NONE,Good,7 Average,Oil,PRIVATE,1890,0,440,320,1961,0,47.5186,-122.029015,1040 2nd Avenue Southeast, Issaquah,Washington,98027,1,22.0,47.5185,-122.0295,51.0
67,3449500145,2021-10-21,275000.0,4,1.0,1700,7692,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1200,1150,450,120,1958,0,47.506905,-122.175105,1701 Monroe Avenue Northeast, Renton,Washington,98056,1,68.0,47.5065,-122.175,38.0
68,869700560,2022-05-24,590000.0,2,2.5,1220,1928,2.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1220,0,440,0,1999,0,47.49135,-122.1544,555 Elma Place Northeast, Renton,Washington,98059,1,76.0,47.4915,-122.154,56.0
69,3580900130,2021-11-17,871000.0,3,2.0,1210,8640,1.5,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1210,0,420,0,1962,0,47.728905,-122.240885,14127 75th Avenue Northeast, Kirkland,Washington,98034,1,61.0,47.7285,-122.241,38.0
70,1282301041,2021-06-11,1375000.0,4,2.0,1980,8200,2.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1980,990,0,700,1900,0,47.574815,-122.29159,3219 South Byron Street, Seattle,Washington,98144,1,81.0,47.5755,-122.292,78.0
71,2424000150,2021-10-29,770000.0,3,1.5,1690,40495,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1690,0,510,340,1963,0,47.52087,-122.16122,13253 Southeast 91st Street, Newcastle,Washington,98059,1,6.0,47.5215,-122.1615,15.0
72,1242700053,2021-07-21,1600000.0,4,2.5,3890,44032,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2150,1740,580,730,1969,0,47.634615,-122.178645,12135 Northeast 28th Street, Bellevue,Washington,98005,1,38.0,47.634,-122.178,37.0
73,1830700010,2021-08-18,609000.0,2,2.0,1150,8838,2.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1150,0,0,0,1984,0,47.718445,-122.22913,8404 Northeast 131st Place, Kirkland,Washington,98034,1,20.0,47.718,-122.229,31.0
74,5453600300,2021-09-29,1825000.0,5,3.0,3470,10893,1.0,NO,NO,NO,NONE,Very Good,9 Better,Gas,PUBLIC,1810,1810,530,110,1965,0,47.536275,-122.237065,7425 Mercer Terrace Drive, Mercer Island,Washington,98040,1,21.0,47.5365,-122.2365,28.0
75,1447710380,2021-12-08,1119725.0,4,2.5,3080,7650,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,3080,0,420,220,2022,0,47.47508,-121.76637,1332 SE 18th Street, North Bend,Washington,98045,1,8.0,47.475,-121.767,27.0
76,8563050390,2021-12-11,1516000.0,3,2.0,1670,8755,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1670,0,530,0,1968,0,47.628725,-122.092037,18521 Northeast 21st Street, Redmond,Washington,98052,1,5.0,47.628,-122.0925,20.0
77,125079032,2021-12-06,1560000.0,4,3.0,3360,871200,2.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PRIVATE,3360,0,950,350,2000,0,47.6797,-121.86345,35509 NE 91st Way, Carnation,Washington,98014,1,1.0,47.679,-121.863,10.0
78,2895850680,2021-12-20,687388.0,3,3.5,1720,1674,2.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1410,700,390,120,2021,0,47.51423,-122.34836,1049 Southwest 99th Place, Seattle,Washington,98106,1,86.0,47.514,-122.349,59.0
79,3526069063,2021-08-02,1575000.0,4,3.5,3210,216493,2.0,NO,NO,NO,AVERAGE,Average,8 Good,Electricity,PRIVATE,3210,0,820,1290,1985,0,47.68837,-122.00594,10116 248th Avenue Northeast, Redmond,Washington,98053,1,7.0,47.688,-122.0055,21.0
80,7697910040,2022-04-19,694000.0,4,2.0,1660,6507,2.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1660,0,440,100,1990,0,47.3656,-122.17915,12031 Southeast 263rd Street, Kent,Washington,98030,1,39.0,47.3655,-122.1795,44.0
81,1447600181,2022-01-14,370000.0,3,1.5,1040,8550,1.0,NO,NO,YES,NONE,Very Good,7 Average,Oil,PRIVATE,1040,0,420,70,1959,0,47.488735,-122.329445,306 South 128th Street, Burien,Washington,98168,1,57.0,47.4885,-122.3295,58.0
82,9551203390,2021-09-28,1200000.0,3,2.0,1130,3825,2.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1130,0,0,40,1900,0,47.67203,-122.33452,5854 Mckinley Place North, Seattle,Washington,98103,1,66.0,47.6715,-122.334,91.0
83,2767601975,2021-12-13,825000.0,3,1.0,1520,2792,1.5,NO,NO,YES,NONE,Average,6 Low Average,Gas,PUBLIC,1520,0,0,80,1901,0,47.673995,-122.379735,1716 Northwest 62nd Street, Seattle,Washington,98107,1,93.0,47.6745,-122.379,94.0
84,6865200085,2022-03-07,2500000.0,4,3.5,3120,3801,2.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PUBLIC,2540,1170,590,380,2021,0,47.664785,-122.341635,1305 North 50th Street, Seattle,Washington,98103,1,83.0,47.6655,-122.3415,95.0
85,4023500210,2021-11-29,900000.0,4,3.0,2520,8875,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1610,1630,560,340,1977,0,47.762405,-122.297405,18247 30th Avenue Northeast, Lake Forest Park,Washington,98155,1,16.0,47.763,-122.298,25.0
86,3905100640,2021-08-16,1225000.0,4,2.5,2030,4791,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2030,0,440,130,1994,0,47.56911,-122.00379,25217 Southeast 42nd Drive, Sammamish,Washington,98029,1,48.0,47.5695,-122.004,72.0
87,2768200070,2021-11-30,950000.0,3,2.5,2390,5000,1.5,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1590,1060,0,0,1912,0,47.66927,-122.36543,5517 7th Avenue Northwest, Seattle,Washington,98107,1,83.0,47.67,-122.3655,88.0
88,9828702665,2022-04-02,1061000.0,3,2.5,1490,959,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1020,470,0,0,2005,0,47.6183,-122.30105,1826B 24th Ave, Seattle,Washington,98122,1,90.0,47.619,-122.301,69.0
89,1321400270,2022-05-02,426000.0,3,2.5,1715,8250,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1715,0,534,60,1995,0,47.3089,-122.325735,616 South 328th Place, Federal Way,Washington,98003,1,55.0,47.3085,-122.325,54.0
90,2149800115,2021-08-13,279370.0,3,2.0,1360,8100,2.0,NO,NO,YES,NONE,Very Good,5 Fair,Electricity,PUBLIC,1360,550,0,360,1911,0,47.30784,-122.208455,11 R Street Southeast, Auburn,Washington,98002,1,55.0,47.3085,-122.208,42.0
91,7588700100,2021-09-14,810000.0,2,1.5,980,4483,2.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,980,0,0,240,1923,1992,47.68814,-122.37756,8044 16th Avenue Northwest, Seattle,Washington,98117,1,86.0,47.688,-122.3775,74.0
92,3362401236,2022-01-21,708888.0,2,1.0,650,3780,1.0,NO,NO,YES,AVERAGE,Poor,5 Fair,Electricity,PUBLIC,650,0,0,0,1937,0,47.6813,-122.34727,758 North 72nd Street, Seattle,Washington,98103,1,89.0,47.682,-122.3475,89.0
93,721069063,2021-06-21,742000.0,4,3.0,2190,40500,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PRIVATE,1250,1250,570,510,1980,0,47.31515,-122.08848,19030 Southeast 320th Street, Kent,Washington,98042,1,2.0,47.3145,-122.088,26.0
94,4443801280,2021-07-06,800000.0,4,2.0,1650,3880,1.5,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1400,950,0,0,1913,0,47.6836,-122.39052,7514 27th Avenue Northwest, Seattle,Washington,98117,1,62.0,47.6835,-122.391,77.0
95,8682280290,2021-07-02,825000.0,2,2.0,1510,3767,1.0,NO,YES,NO,NONE,Average,8 Good,Gas,PUBLIC,1510,0,480,430,2006,0,47.70288,-122.014545,24322 NE Vine Maple Way, Redmond,Washington,98053,1,27.0,47.703,-122.0145,15.0
96,2749600270,2021-12-20,850000.0,4,2.0,1740,5760,2.0,NO,NO,NO,NONE,Fair,7 Average,Gas,PUBLIC,1740,0,0,130,1949,0,47.65155,-122.36918,3433 9th Avenue West, Seattle,Washington,98119,1,64.0,47.652,-122.3685,76.0
97,424049012,2021-07-21,725000.0,4,3.5,1630,1717,3.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1390,500,260,0,2009,0,47.595175,-122.296265,820 28th Avenue South, Seattle,Washington,98144,1,73.0,47.595,-122.2965,79.0
98,1023069037,2021-09-21,825000.0,3,2.0,2160,38252,1.5,NO,NO,YES,NONE,Average,6 Low Average,Electricity,PRIVATE,1510,650,0,80,1908,1990,47.4878,-122.02526,12720 Issaquah Hobart Road Southeast, Issaquah,Washington,98027,1,8.0,47.4885,-122.025,22.0
