,walkscore,walktype,lat,long,biketype,bikescore,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,lat_1,long_1,street_name,city,state,zip_code,mortgage_rate_3
17,87.0,Very Walkable,47.3115,-122.2245,Bikeable,57.0,March 2022,575000.0,2,2.0,1590,8193,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1590,0,0,0,1963,0,47.312,-122.22399999999999,328 6th Street Northeast,Auburn,Washington,98002,4.172
17,11.0,Car-Dependent,47.433,-122.3475,Somewhat Bikeable,32.0,March 2022,575000.0,2,2.0,1590,8193,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1590,0,0,0,1963,0,47.312,-122.22399999999999,328 6th Street Northeast,Auburn,Washington,98002,4.172
18,90.0,Very Walkable,47.6775,-122.379,Biker's Paradise,93.0,August 2021,955000.0,4,2.0,1600,3750,1.5,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1200,850,250,100,1930,0,47.678000000000004,-122.37899999999999,1707 Northwest 67th Street,Seattle,Washington,98117,2.842
18,19.0,Car-Dependent,47.7075,-122.1105,Somewhat Bikeable,36.0,August 2021,955000.0,4,2.0,1600,3750,1.5,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1200,850,250,100,1930,0,47.678000000000004,-122.37899999999999,1707 Northwest 67th Street,Seattle,Washington,98117,2.842
19,98.0,Walker's Paradise,47.6685,-122.3145,Biker's Paradise,99.0,August 2021,825000.0,3,2.0,1340,935,3.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1340,0,0,70,2015,0,47.668,-122.315,1159 Northeast 55th Street,Seattle,Washington,98105,2.842
19,11.0,Car-Dependent,47.4105,-122.1705,Somewhat Bikeable,32.0,August 2021,825000.0,3,2.0,1340,935,3.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1340,0,0,70,2015,0,47.668,-122.315,1159 Northeast 55th Street,Seattle,Washington,98105,2.842
20,19.0,Car-Dependent,47.6295,-122.238,Somewhat Bikeable,9.0,February 2022,2568000.0,5,5.0,4450,12177,2.0,NO,NO,YES,NONE,Average,10 Very Good,Gas,PUBLIC,3080,1600,480,500,1954,1990,47.629,-122.238,2020 Evergreen Point Road,Medina,Washington,98039,3.762
20,6.0,Car-Dependent,47.6055,-122.0205,Somewhat Bikeable,32.0,February 2022,2568000.0,5,5.0,4450,12177,2.0,NO,NO,YES,NONE,Average,10 Very Good,Gas,PUBLIC,3080,1600,480,500,1954,1990,47.629,-122.238,2020 Evergreen Point Road,Medina,Washington,98039,3.762
21,41.0,Car-Dependent,47.727,-122.1705,Somewhat Bikeable,39.0,November 2021,1365000.0,4,2.5,2090,8524,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1490,1100,610,380,1987,0,47.727,-122.171,14047 127th Place Northeast,Kirkland,Washington,98034,3.068
21,13.0,Car-Dependent,47.6685,-122.067,Somewhat Bikeable,26.0,November 2021,1365000.0,4,2.5,2090,8524,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1490,1100,610,380,1987,0,47.727,-122.171,14047 127th Place Northeast,Kirkland,Washington,98034,3.068
22,27.0,Car-Dependent,47.2845,-122.2215,Bikeable,51.0,September 2021,399900.0,3,1.0,1050,8100,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1050,0,340,600,1965,0,47.285,-122.22200000000001,505 27th Street Southeast,Auburn,Washington,98002,2.9
22,93.0,Walker's Paradise,47.6835,-122.358,Very Bikeable,80.0,September 2021,399900.0,3,1.0,1050,8100,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1050,0,340,600,1965,0,47.285,-122.22200000000001,505 27th Street Southeast,Auburn,Washington,98002,2.9
23,96.0,Walker's Paradise,47.6715,-122.3895,Biker's Paradise,91.0,October 2021,1150000.0,6,3.0,2930,5000,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1930,1930,540,140,1964,0,47.67100000000001,-122.389,2437 Northwest 58th Street,Seattle,Washington,98107,3.068
23,10.0,Car-Dependent,47.3565,-122.0415,Somewhat Bikeable,16.0,October 2021,1150000.0,6,3.0,2930,5000,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1930,1930,540,140,1964,0,47.67100000000001,-122.389,2437 Northwest 58th Street,Seattle,Washington,98107,3.068
24,79.0,Very Walkable,47.694,-122.3475,Very Bikeable,74.0,September 2021,810000.0,3,1.5,1300,2550,2.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1300,0,220,60,1985,0,47.693999999999996,-122.348,734 North 89th Street,Seattle,Washington,98103,2.9
24,21.0,Car-Dependent,47.373,-122.025,Somewhat Bikeable,30.0,September 2021,810000.0,3,1.5,1300,2550,2.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1300,0,220,60,1985,0,47.693999999999996,-122.348,734 North 89th Street,Seattle,Washington,98103,2.9
25,76.0,Very Walkable,47.6775,-122.3865,Biker's Paradise,90.0,July 2021,1175000.0,3,2.0,1860,5100,1.0,NO,NO,YES,NONE,Very Good,7 Average,Oil,PUBLIC,1060,1060,260,0,1951,0,47.678000000000004,-122.387,6717 Jones Avenue Northwest,Seattle,Washington,98117,2.8680000000000003
25,82.0,Very Walkable,47.5425,-122.3895,Very Bikeable,73.0,July 2021,1175000.0,3,2.0,1860,5100,1.0,NO,NO,YES,NONE,Very Good,7 Average,Oil,PUBLIC,1060,1060,260,0,1951,0,47.678000000000004,-122.387,6717 Jones Avenue Northwest,Seattle,Washington,98117,2.8680000000000003
26,4.0,Car-Dependent,47.4615,-121.7115,Somewhat Bikeable,18.0,June 2022,1076000.0,4,2.5,1510,36224,2.0,NO,NO,YES,NONE,Good,8 Good,Gas,PRIVATE,1510,0,460,640,1991,0,47.461999999999996,-121.711,15223 472nd Place Southeast,North Bend,Washington,98045,5.522
26,17.0,Car-Dependent,47.775,-122.244,Somewhat Bikeable,31.0,June 2022,1076000.0,4,2.5,1510,36224,2.0,NO,NO,YES,NONE,Good,8 Good,Gas,PRIVATE,1510,0,460,640,1991,0,47.461999999999996,-121.711,15223 472nd Place Southeast,North Bend,Washington,98045,5.522
27,61.0,Somewhat Walkable,47.31,-122.211,Somewhat Bikeable,47.0,November 2021,455000.0,5,2.0,1540,10560,1.5,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1400,1160,0,290,1926,0,47.31,-122.211,113 O Street Northeast,Auburn,Washington,98002,3.068
27,9.0,Car-Dependent,47.4315,-122.0655,Somewhat Bikeable,19.0,November 2021,455000.0,5,2.0,1540,10560,1.5,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1400,1160,0,290,1926,0,47.31,-122.211,113 O Street Northeast,Auburn,Washington,98002,3.068
28,83.0,Very Walkable,47.6295,-122.3475,Very Bikeable,70.0,October 2021,950000.0,2,2.5,1210,2400,2.0,NO,NO,NO,GOOD,Average,7 Average,Electricity,PUBLIC,1210,830,0,230,1900,1985,47.629,-122.348,415 Prospect Street,Seattle,Washington,98109,3.068
28,30.0,Car-Dependent,47.6055,-122.049,Somewhat Bikeable,22.0,October 2021,950000.0,2,2.5,1210,2400,2.0,NO,NO,NO,GOOD,Average,7 Average,Electricity,PUBLIC,1210,830,0,230,1900,1985,47.629,-122.348,415 Prospect Street,Seattle,Washington,98109,3.068
29,74.0,Very Walkable,47.502,-122.184,Somewhat Bikeable,36.0,December 2021,310000.0,3,2.0,1430,1171,3.0,NO,NO,NO,NONE,Average,7 Average,Electricity/Solar,PUBLIC,1430,0,240,240,2021,0,47.501999999999995,-122.184,2568 Northeast 11th Court,Renton,Washington,98056,3.0980000000000003
29,32.0,Car-Dependent,47.76,-122.331,Somewhat Bikeable,38.0,December 2021,310000.0,3,2.0,1430,1171,3.0,NO,NO,NO,NONE,Average,7 Average,Electricity/Solar,PUBLIC,1430,0,240,240,2021,0,47.501999999999995,-122.184,2568 Northeast 11th Court,Renton,Washington,98056,3.0980000000000003
30,90.0,Walker's Paradise,47.6805,-122.319,Very Bikeable,89.0,April 2022,1250000.0,3,2.0,2470,4000,1.5,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1480,990,0,240,1915,0,47.68,-122.319,812 Northeast 70th Street,Seattle,Washington,98115,4.982
30,20.0,Car-Dependent,47.3655,-122.0385,Somewhat Bikeable,38.0,April 2022,1250000.0,3,2.0,2470,4000,1.5,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1480,990,0,240,1915,0,47.68,-122.319,812 Northeast 70th Street,Seattle,Washington,98115,4.982
31,18.0,Car-Dependent,47.3415,-122.2815,Somewhat Bikeable,24.0,January 2022,525000.0,3,2.0,1250,7392,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1250,0,480,0,1964,1996,47.341,-122.281,4211 South 290th Street,Auburn,Washington,98001,3.445
31,44.0,Car-Dependent,47.769,-122.3055,Somewhat Bikeable,24.0,January 2022,525000.0,3,2.0,1250,7392,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1250,0,480,0,1964,1996,47.341,-122.281,4211 South 290th Street,Auburn,Washington,98001,3.445
32,23.0,Car-Dependent,47.499,-122.127,Somewhat Bikeable,29.0,May 2022,795000.0,2,1.0,1080,23715,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PRIVATE,1080,0,0,1060,1965,2003,47.498999999999995,-122.12700000000001,16002 Southeast 116th Street,Renton,Washington,98059,5.23
32,8.0,Car-Dependent,47.6985,-122.2275,Somewhat Bikeable,31.0,May 2022,795000.0,2,1.0,1080,23715,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PRIVATE,1080,0,0,1060,1965,2003,47.498999999999995,-122.12700000000001,16002 Southeast 116th Street,Renton,Washington,98059,5.23
33,74.0,Very Walkable,47.6475,-122.3985,Bikeable,61.0,April 2022,1451000.0,4,3.0,2740,6000,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1670,1580,500,180,1987,0,47.647,-122.399,3007 32nd Avenue West,Seattle,Washington,98199,4.982
33,4.0,Car-Dependent,47.517,-121.8855,Somewhat Bikeable,10.0,April 2022,1451000.0,4,3.0,2740,6000,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1670,1580,500,180,1987,0,47.647,-122.399,3007 32nd Avenue West,Seattle,Washington,98199,4.982
34,60.0,Somewhat Walkable,47.571,-122.1645,Somewhat Bikeable,29.0,July 2021,1975000.0,3,3.5,3540,13793,2.0,NO,NO,YES,NONE,Average,11 Excellent,Gas,PUBLIC,2800,740,620,0,2005,0,47.571000000000005,-122.164,13236 Southeast Newport Way,Bellevue,Washington,98006,2.8680000000000003
34,87.0,Very Walkable,47.5515,-122.2845,Bikeable,64.0,July 2021,1975000.0,3,3.5,3540,13793,2.0,NO,NO,YES,NONE,Average,11 Excellent,Gas,PUBLIC,2800,740,620,0,2005,0,47.571000000000005,-122.164,13236 Southeast Newport Way,Bellevue,Washington,98006,2.8680000000000003
35,72.0,Very Walkable,47.3835,-122.2005,Somewhat Bikeable,48.0,May 2022,63000.0,4,2.5,2310,9600,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2310,0,610,0,2000,0,47.383,-122.2,24416 105th Avenue Southeast,Kent,Washington,98030,5.23
35,63.0,Somewhat Walkable,47.6955,-122.292,Very Bikeable,78.0,May 2022,63000.0,4,2.5,2310,9600,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2310,0,610,0,2000,0,47.383,-122.2,24416 105th Avenue Southeast,Kent,Washington,98030,5.23
36,50.0,Car-Dependent,47.7285,-122.2005,Bikeable,61.0,March 2022,1040000.0,3,1.0,1100,7200,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1100,0,530,0,1967,0,47.729,-122.20100000000001,10426 Northeast 142nd Street,Kirkland,Washington,98034,4.172
36,29.0,Car-Dependent,47.4975,-122.2305,Somewhat Bikeable,13.0,March 2022,1040000.0,3,1.0,1100,7200,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1100,0,530,0,1967,0,47.729,-122.20100000000001,10426 Northeast 142nd Street,Kirkland,Washington,98034,4.172
37,85.0,Very Walkable,47.6925,-122.3745,Very Bikeable,77.0,April 2022,1150000.0,3,2.0,1530,861,4.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PUBLIC,1530,0,0,430,2021,0,47.692,-122.374,8747C 14th Ave NW,Seattle,Washington,98117,4.982
37,83.0,Very Walkable,47.6895,-122.3175,Biker's Paradise,90.0,April 2022,1150000.0,3,2.0,1530,861,4.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PUBLIC,1530,0,0,430,2021,0,47.692,-122.374,8747C 14th Ave NW,Seattle,Washington,98117,4.982
38,15.0,Car-Dependent,47.6325,-122.1075,Bikeable,52.0,January 2022,710000.0,3,2.0,1350,2746,1.0,NO,YES,NO,NONE,Average,8 Good,Electricity,PUBLIC,1350,0,440,0,1976,0,47.633,-122.10700000000001,2527 175th Avenue Northeast,Redmond,Washington,98052,3.445
38,84.0,Very Walkable,47.556,-122.2905,Very Bikeable,70.0,January 2022,710000.0,3,2.0,1350,2746,1.0,NO,YES,NO,NONE,Average,8 Good,Electricity,PUBLIC,1350,0,440,0,1976,0,47.633,-122.10700000000001,2527 175th Avenue Northeast,Redmond,Washington,98052,3.445
39,5.0,Car-Dependent,47.7345,-122.0805,Somewhat Bikeable,28.0,November 2021,2250000.0,3,3.0,4540,38622,1.0,NO,NO,YES,NONE,Average,12 Luxury,Gas,PRIVATE,4540,0,1060,180,1994,0,47.735,-122.08,19243 Northeast 149th Street,Woodinville,Washington,98077,3.068
39,3.0,Car-Dependent,47.7225,-122.1075,Somewhat Bikeable,27.0,November 2021,2250000.0,3,3.0,4540,38622,1.0,NO,NO,YES,NONE,Average,12 Luxury,Gas,PRIVATE,4540,0,1060,180,1994,0,47.735,-122.08,19243 Northeast 149th Street,Woodinville,Washington,98077,3.068
40,5.0,Car-Dependent,47.3805,-122.3205,Somewhat Bikeable,39.0,October 2021,400000.0,2,1.0,1040,6078,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1040,0,380,120,1969,0,47.38,-122.32,24730 11th Avenue South,Des Moines,Washington,98198,3.068
40,26.0,Car-Dependent,47.397,-122.208,Somewhat Bikeable,21.0,October 2021,400000.0,2,1.0,1040,6078,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1040,0,380,120,1969,0,47.38,-122.32,24730 11th Avenue South,Des Moines,Washington,98198,3.068
41,7.0,Car-Dependent,47.427,-122.1465,Somewhat Bikeable,17.0,July 2021,632000.0,4,3.0,1830,7768,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1080,970,440,100,1983,0,47.427,-122.147,14609 Southeast 195th Place,Renton,Washington,98058,2.8680000000000003
41,47.0,Car-Dependent,47.5245,-122.3475,Bikeable,59.0,July 2021,632000.0,4,3.0,1830,7768,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1080,970,440,100,1983,0,47.427,-122.147,14609 Southeast 195th Place,Renton,Washington,98058,2.8680000000000003
42,41.0,Car-Dependent,47.6685,-122.1555,Very Bikeable,70.0,June 2021,1415000.0,5,3.0,1960,7350,1.5,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1960,0,460,0,1966,0,47.669,-122.155,7114 138th Place Northeast,Redmond,Washington,98052,2.975
42,86.0,Very Walkable,47.5815,-122.3805,Very Bikeable,81.0,June 2021,1415000.0,5,3.0,1960,7350,1.5,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1960,0,460,0,1966,0,47.669,-122.155,7114 138th Place Northeast,Redmond,Washington,98052,2.975
43,40.0,Car-Dependent,47.61,-122.1195,Somewhat Bikeable,27.0,May 2022,1650000.0,3,3.0,1790,8250,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1220,1170,600,340,1961,0,47.61,-122.119,115 165th Avenue Northeast,Bellevue,Washington,98008,5.23
43,12.0,Car-Dependent,47.4795,-122.1285,Somewhat Bikeable,20.0,May 2022,1650000.0,3,3.0,1790,8250,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1220,1170,600,340,1961,0,47.61,-122.119,115 165th Avenue Northeast,Bellevue,Washington,98008,5.23
44,64.0,Somewhat Walkable,47.5245,-121.8285,Somewhat Bikeable,47.0,November 2021,590000.0,2,2.0,1030,7470,1.0,NO,NO,NO,NONE,Good,6 Low Average,Oil,PRIVATE,1030,0,430,80,1917,0,47.523999999999994,-121.829,38243 Southeast 85th Street,Snoqualmie,Washington,98065,3.068
